id;name;birth_day;gender;car_class;license_plate;city;account_creation;account_status
000000003007;Pedro da Paiva;11/08/1959;M;green;BS-27-LH;Lisboa;26/12/2021;active
000000003008;Alexandra Alves;24/01/1989;F;premium;ZI-73-CZ;Braga;28/01/2021;active
000000003009;Ivan Coelho;03/07/1974;M;premium;LQ-43-83;Porto;30/05/2015;active
000000003010;Larissa Paiva;24/01/1961;F;green;63-98-IL;Porto;07/03/2014;active
000000003011;Luana Lopes;09/03/1973;F;basic;GP-79-36;Faro;07/07/2013;active
000000003012;Nelson Sousa;27/12/1991;M;green;DL-42-28;Braga;02/10/2021;active
000000003013;Vera Carvalho;07/03/1986;F;premium;TY-52-29;Setúbal;16/12/2015;active
000000003014;Larissa Branco;16/04/1979;F;green;96-XU-63;Faro;17/09/2015;inactive
000000003015;Rita Rocha;12/09/1960;F;basic;DO-01-42;Porto;27/11/2019;active
000000003016;Ariana Tavares;15/08/1971;F;premium;FR-91-UE;Lisboa;13/05/2016;active
000000003017;Melissa Matias;03/09/1951;F;premium;84-42-LU;Faro;25/04/2013;active
000000003018;Larissa Gomes-Cunha;08/04/1978;F;premium;AE-38-42;Porto;17/04/2020;active
000000003019;Rodrigo Pires;11/01/1968;M;premium;13-JY-67;Lisboa;24/11/2016;active
000000003020;Marta Sá;09/12/1966;F;premium;AE-03-93;Braga;04/11/2016;active
000000003021;Guilherme Reis;26/11/1982;M;premium;20-NW-86;Faro;06/12/2021;active
000000003022;Rúben Coelho;11/12/1989;M;basic;36-76-KZ;Faro;04/08/2010;inactive
000000003023;Duarte Paiva;08/01/1973;M;premium;LU-46-JT;Braga;27/10/2010;active
000000003024;Vítor Soares-Ferreira;12/01/1966;M;premium;37-FB-02;Porto;14/10/2014;active
000000003025;Júlia Cunha;14/12/1971;F;basic;29-XY-90;Porto;20/04/2014;active
000000003026;Salomé Neto;09/01/1994;F;premium;17-LW-79;Braga;19/08/2015;active
000000003027;Inês Magalhães;18/11/1958;F;basic;NE-70-GF;Lisboa;15/05/2017;active
000000003028;Gabriel Moura;07/09/1986;M;premium;JG-54-20;Porto;12/06/2020;inactive
000000003029;Ivan Loureiro;24/10/1973;M;premium;ST-52-YW;Porto;18/01/2011;active
000000003030;Yara Baptista;07/07/1969;F;basic;35-LE-81;Faro;14/07/2019;active
000000003031;Filipe Cunha;07/06/1959;M;premium;11-88-EH;Braga;29/06/2018;active
000000003032;Álvaro Ferreira;28/12/1972;M;green;56-68-AO;Faro;28/09/2014;active
000000003033;Rafaela Macedo;08/11/1985;F;green;74-YE-30;Lisboa;22/02/2010;active
000000003034;Lara Santos;26/04/1950;F;premium;07-NJ-99;Faro;23/10/2020;active
000000003035;Lara de Miranda;21/09/1986;F;basic;27-PD-08;Faro;23/07/2015;active
000000003036;Filipe de Valente;17/04/1997;M;premium;74-OT-46;Porto;06/11/2019;active
000000003037;Carminho Batista;25/08/1997;F;basic;02-XR-51;Lisboa;23/06/2016;active
000000003038;Micael Castro;14/04/1993;M;basic;MD-53-XU;Braga;14/11/2021;active
000000003039;Joaquim Almeida;05/02/1963;M;basic;98-31-DB;Lisboa;14/10/2010;active
000000003040;Guilherme Moreira;31/07/1990;M;green;MO-55-WM;Porto;04/11/2015;active
000000003041;Artur Tavares;04/08/1953;M;premium;TO-90-AN;Porto;22/05/2016;active
000000003042;Gaspar Ramos-Morais;10/04/1995;M;premium;OU-27-UL;Braga;27/08/2016;active
000000003043;Lúcia Abreu;10/04/1955;F;green;VA-57-63;Braga;23/10/2011;active
000000003044;Igor Soares;16/01/1963;M;premium;VU-84-RJ;Faro;02/01/2017;active
000000003045;Pedro Lopes;19/04/1989;M;green;22-34-VZ;Lisboa;14/09/2016;active
000000003046;Leonardo Correia;03/07/1955;M;basic;LG-84-SX;Porto;24/12/2021;active
000000003047;Igor da Lima;03/10/1962;M;premium;UU-52-56;Lisboa;21/02/2018;active
000000003048;Mafalda Figueiredo;09/03/1980;F;premium;48-TW-40;Setúbal;16/08/2016;active
000000003049;Catarina Machado;05/07/1989;F;premium;DU-25-89;Lisboa;28/09/2011;active
000000003050;Júlia Batista;02/04/1970;F;premium;25-64-PY;Braga;13/12/2020;active
000000003051;Benjamim Torres;27/10/1991;M;green;MP-76-92;Setúbal;26/06/2015;active
000000003052;Isabel Magalhães;30/05/1978;F;premium;47-VN-83;Setúbal;13/07/2018;active
000000003053;Mauro Leal-Brito;13/08/1982;M;premium;RE-59-20;Braga;24/10/2014;active
000000003054;José Castro;23/04/1983;M;green;MA-47-SF;Braga;13/08/2020;active
000000003055;Fabiana Magalhães;08/12/1955;F;green;27-EW-32;Lisboa;10/10/2018;active
000000003056;Gaspar Silva;26/06/1982;M;premium;93-CF-84;Lisboa;10/06/2016;active
000000003057;Daniela da Vaz;13/07/1972;F;premium;48-48-TU;Braga;15/02/2016;active
000000003058;Mário Ferreira-Azevedo;28/06/1970;M;premium;11-31-EL;Setúbal;30/12/2011;active
000000003059;Lucas Morais;25/08/1973;M;basic;48-FW-83;Lisboa;07/07/2012;inactive
000000003060;Mara Fernandes;07/08/1954;F;premium;XM-57-72;Faro;17/10/2020;active
000000003061;Bruno Costa;29/03/1980;M;basic;71-ZI-25;Faro;28/07/2021;active
000000003062;Vasco Esteves;23/11/1967;M;basic;LD-87-VB;Porto;12/05/2012;active
000000003063;Bruno de Araújo;06/10/1958;M;premium;33-45-WJ;Lisboa;13/06/2021;active
000000003064;Lia Andrade;27/02/1991;F;premium;IO-13-15;Porto;17/11/2015;active
000000003065;Violeta Guerreiro-Castro;12/10/1958;F;premium;15-FP-79;Lisboa;24/01/2019;active
000000003066;Benjamim Carvalho;16/05/1962;M;green;DU-24-VO;Setúbal;24/02/2012;active
000000003067;Flor Soares;02/05/1953;F;basic;03-SF-65;Lisboa;28/06/2013;active
000000003068;Artur Miranda;21/08/1991;M;green;FA-02-91;Lisboa;28/02/2010;active
000000003069;Enzo Vaz;07/08/1961;M;premium;RS-64-15;Faro;26/12/2014;active
000000003070;Artur Moura;30/08/1958;M;basic;68-CH-81;Porto;06/11/2021;active
000000003071;Bárbara Baptista;25/06/1979;F;basic;KB-47-DG;Lisboa;21/10/2011;active
000000003072;Andreia Mota;18/01/1979;F;basic;PX-59-44;Braga;22/02/2020;active
000000003073;Jorge Ferreira;14/11/1967;M;basic;RW-48-WJ;Lisboa;23/11/2010;active
000000003074;Flor Assunção;25/05/1989;F;green;GV-96-AB;Braga;01/11/2021;active
000000003075;Vasco Vieira;11/01/1953;M;green;VV-63-42;Porto;28/03/2020;active
000000003076;Lucas Maia;22/05/1985;M;green;33-ST-19;Lisboa;01/02/2012;active
000000003077;Márcio Fonseca;11/03/1972;M;basic;46-92-BM;Setúbal;24/09/2018;active
000000003078;Erica Sá;08/07/1976;F;green;SL-27-RR;Faro;14/07/2019;active
000000003079;Kyara do Moura;10/11/1987;F;green;JM-91-32;Porto;09/09/2011;active
000000003080;Íris Brito;04/01/1995;F;green;JL-78-60;Porto;07/07/2017;active
000000003081;Marco Soares-Pires;27/07/1960;M;green;AS-78-81;Setúbal;18/04/2011;active
000000003082;José Reis;25/02/1958;M;green;EI-49-38;Braga;03/01/2017;active
000000003083;Filipa Borges;17/09/1988;F;premium;53-32-MT;Setúbal;14/12/2012;active
000000003084;Tomás Garcia-Figueiredo;05/07/1991;M;premium;QY-11-UO;Lisboa;02/04/2011;active
000000003085;Sandro Batista;04/02/1955;M;basic;62-17-IM;Lisboa;11/01/2011;active
000000003086;Kévim Ramos;13/04/1985;M;green;88-84-CJ;Porto;22/03/2015;active
000000003087;Benjamim Alves;30/06/1963;M;basic;EU-42-TI;Porto;14/01/2019;active
000000003088;Constança Esteves-Castro;16/10/1961;F;basic;02-05-OC;Setúbal;26/05/2013;active
000000003089;Isabela Pereira;05/10/1987;F;premium;CF-92-GN;Porto;20/05/2011;active
000000003090;Micael Lima;24/02/1950;M;green;15-OO-19;Lisboa;24/12/2017;active
000000003091;Lara de Gonçalves;02/10/1965;F;basic;97-20-KJ;Lisboa;22/06/2018;active
000000003092;Juliana Neves;07/12/1970;F;premium;OE-52-IX;Faro;01/06/2014;active
000000003093;Jaime Simões;26/10/1988;M;green;39-YR-03;Setúbal;18/12/2018;inactive
000000003094;Tomé Moreira;10/02/1965;M;premium;54-77-FD;Lisboa;19/12/2015;active
000000003095;Fábio de Campos;13/11/1985;M;green;65-HJ-83;Lisboa;07/02/2017;active
000000003096;Andreia Nascimento;13/05/1950;F;premium;94-HY-66;Setúbal;28/10/2021;active
000000003097;Ivo Almeida-Ramos;10/03/1991;M;premium;50-XJ-64;Braga;08/01/2011;active
000000003098;António Maia;27/02/1984;M;basic;AJ-81-EF;Porto;10/10/2010;active
000000003099;Diana Lopes;22/09/1953;F;green;47-63-WR;Faro;01/09/2010;active
000000003100;Francisco Nunes;07/03/1989;M;green;46-MS-38;Braga;15/10/2013;active
000000003101;Alexandre Pacheco;23/11/1956;M;basic;LF-04-ZY;Braga;25/03/2015;active
000000003102;Íris Vaz;26/07/1984;F;green;11-FY-72;Faro;10/12/2010;active
000000003103;Rita Gonçalves;07/10/1962;F;basic;TL-82-52;Faro;31/05/2018;active
000000003104;Filipa Cunha;28/08/1966;F;green;CY-74-54;Lisboa;06/09/2020;active
000000003105;Emma-Bianca Rocha;06/11/1966;F;green;34-56-UF;Faro;07/11/2020;inactive
000000003106;Nair-Yasmin Magalhães;07/01/1982;F;basic;CV-37-EQ;Setúbal;11/10/2013;active
000000003107;Bianca da Rodrigues;17/12/1984;F;basic;97-DX-67;Lisboa;14/05/2015;active
000000003108;Leonor do Silva;23/08/1983;F;basic;19-LZ-36;Setúbal;15/07/2016;active
000000003109;Valentim Castro;03/03/1953;M;basic;GH-28-TG;Setúbal;22/05/2016;active
000000003110;Marta-Soraia Fernandes;22/12/1979;F;basic;IM-96-HU;Setúbal;04/09/2012;active
000000003111;Leonardo Carvalho;09/10/1999;M;basic;59-53-OX;Faro;24/05/2019;active
000000003112;Pedro de Melo;06/01/1967;M;basic;FI-54-68;Faro;03/04/2021;active
000000003113;Enzo Campos;10/11/1959;M;green;ZG-00-WW;Faro;13/05/2010;active
000000003114;Jaime Castro;20/10/1970;M;basic;33-93-MF;Braga;10/03/2015;active
000000003115;Madalena Amaral;06/12/1973;F;premium;60-89-XW;Lisboa;05/03/2019;active
000000003116;Francisco Rocha;08/05/1995;M;premium;AV-24-52;Lisboa;28/05/2015;active
000000003117;Lucas Batista;06/08/1997;M;basic;79-VL-35;Lisboa;30/04/2020;active
000000003118;Juliana Borges;24/05/1970;F;green;01-77-FC;Lisboa;31/12/2019;active
000000003119;Alice Melo;14/10/1976;F;basic;CA-47-62;Setúbal;31/08/2015;active
000000003120;Diana Morais;16/09/1966;F;premium;AJ-24-66;Braga;25/09/2017;active
000000003121;Alice Branco;19/06/1951;F;green;14-ZA-59;Faro;27/10/2012;active
000000003122;Mélanie Gomes;17/10/1976;F;green;OS-24-YH;Setúbal;05/07/2016;active
000000003123;Sofia Santos;07/09/1968;F;basic;99-01-NR;Faro;25/11/2021;inactive
000000003124;Naiara Moura;15/10/1992;F;premium;06-33-LA;Faro;05/03/2015;active
000000003125;Gabriela Fernandes;05/01/1995;F;basic;60-TP-94;Porto;17/02/2014;active
000000003126;Larissa da Henriques;05/07/1999;F;green;40-29-MI;Faro;14/07/2019;active
000000003127;Leandro Loureiro;12/02/1990;M;green;QR-73-86;Lisboa;17/01/2010;active
000000003128;Ismael Oliveira;19/09/1983;M;green;41-53-OX;Porto;23/02/2020;active
000000003129;Luciana Loureiro;19/09/1954;F;green;06-KV-32;Porto;22/08/2013;active
000000003130;David Esteves;21/11/1957;M;basic;TZ-13-25;Lisboa;28/01/2017;active
000000003131;Gil Lourenço;16/04/1964;M;green;GV-53-BO;Setúbal;18/08/2018;active
000000003132;Violeta Pinto;29/01/1973;F;green;42-93-HJ;Faro;18/03/2015;active
000000003133;Francisco Martins;13/11/1985;M;green;SC-95-22;Faro;01/11/2015;active
000000003134;Rita-Mia Sá;06/07/1986;F;premium;JH-47-JG;Faro;21/02/2016;active
000000003135;Patrícia do Barros;28/01/1987;F;basic;AJ-67-OD;Porto;01/05/2011;active
000000003136;Paulo Amaral-Amaral;16/03/1977;M;premium;CM-54-OG;Porto;15/08/2018;active
000000003137;Bruna Nogueira;17/08/1980;F;basic;34-60-EI;Lisboa;06/07/2021;active
000000003138;Álvaro Faria;26/07/1998;M;basic;13-70-DT;Lisboa;24/07/2018;active
000000003139;Renato Maia;03/06/1961;M;premium;32-QW-69;Porto;31/01/2020;active
000000003140;Bryan Almeida;26/04/1956;M;basic;ZK-49-PF;Lisboa;14/11/2018;active
000000003141;Clara Amorim;23/07/1988;F;premium;EH-55-69;Setúbal;25/12/2012;active
000000003142;Valentim Abreu;23/11/1984;M;premium;43-63-CT;Porto;30/11/2021;active
000000003143;João Sousa;06/05/1967;M;premium;MI-89-47;Lisboa;05/11/2015;active
000000003144;Helena Valente;18/07/1962;F;basic;FM-94-13;Porto;21/12/2011;active
000000003145;Kevin Abreu;24/11/1983;M;premium;LQ-59-OV;Porto;30/09/2016;active
000000003146;Ângelo Nunes;25/12/1979;M;basic;38-ZH-92;Lisboa;09/11/2020;active
000000003147;Carlos Reis;04/01/1968;M;premium;91-ID-26;Porto;29/04/2020;active
000000003148;Flor Cruz;22/04/1967;F;premium;39-RA-40;Setúbal;02/01/2020;active
000000003149;Marcos de Cunha;07/05/1981;M;basic;NR-82-WS;Setúbal;03/02/2016;active
000000003150;Hugo Nascimento;27/10/1990;M;green;TZ-27-20;Lisboa;27/01/2013;active
000000003151;Luca Leal;02/01/1960;M;basic;PL-71-70;Faro;20/12/2015;active
000000003152;Isabela-Naiara Branco;26/06/1976;F;premium;GO-07-80;Setúbal;29/03/2010;active
000000003153;António Amaral;26/04/1962;M;premium;RK-73-ZC;Setúbal;28/04/2013;active
000000003154;Carlos Abreu;17/08/1958;M;basic;03-61-IW;Faro;26/06/2021;active
000000003155;Lara-Yasmin Jesus;29/03/1982;F;green;YM-42-16;Setúbal;14/12/2010;active
000000003156;Catarina da Barbosa;15/03/1970;F;premium;UL-03-ST;Braga;09/02/2015;active
000000003157;Sebastião Lima;22/07/1967;M;basic;52-CT-03;Porto;13/08/2021;active
000000003158;Martim Neto;14/01/1961;M;basic;MU-11-52;Porto;22/12/2010;active
000000003159;Gil Mendes;25/11/1956;M;premium;53-24-PO;Lisboa;21/12/2011;active
000000003160;Mélanie Simões;03/10/1970;F;basic;YV-90-JB;Faro;02/04/2020;active
000000003161;Sofia Pinho;04/08/1976;F;basic;79-VL-85;Braga;06/02/2012;active
000000003162;Constança Guerreiro;03/10/1991;F;premium;GN-82-KG;Setúbal;10/01/2018;active
000000003163;Matilde da Castro;15/10/1977;F;green;17-ZX-12;Porto;13/02/2017;active
000000003164;Emma Gaspar;12/06/1977;F;green;16-EW-28;Lisboa;30/08/2015;active
000000003165;Ângelo Ferreira;20/05/1998;M;basic;38-PV-07;Setúbal;09/11/2021;active
000000003166;José de Cunha;26/09/1958;M;basic;UN-98-10;Setúbal;15/11/2019;active
000000003167;Duarte Ramos;14/01/1994;M;premium;ER-21-97;Faro;23/02/2013;active
000000003168;Rita Macedo;24/05/1992;F;green;MU-91-RT;Setúbal;16/10/2015;active
000000003169;Paulo Magalhães;29/07/1970;M;premium;SA-50-71;Lisboa;10/10/2010;active
000000003170;Fernando Henriques;07/12/1997;M;basic;NN-52-45;Setúbal;21/10/2016;active
000000003171;Joana Esteves;03/06/1966;F;green;HG-70-MH;Setúbal;13/10/2016;active
000000003172;Francisca Figueiredo;10/09/1992;F;basic;VG-91-38;Porto;11/01/2015;active
000000003173;Sara Gonçalves;13/12/1973;F;green;FP-56-BC;Setúbal;03/05/2021;active
000000003174;Marta-Letícia Valente;15/03/1977;F;premium;92-70-AA;Lisboa;29/10/2015;active
000000003175;Diana-Mia Anjos;23/11/1956;F;premium;32-65-LY;Faro;13/05/2016;active
000000003176;Duarte Pacheco;03/12/1988;M;green;28-39-HB;Faro;21/01/2013;active
000000003177;Naiara Pereira;10/09/1977;F;green;WB-31-TR;Setúbal;18/04/2012;active
000000003178;Lisandro Pereira;29/12/1963;M;basic;66-XC-91;Lisboa;06/09/2019;active
000000003179;Jaime Pacheco;26/09/1960;M;basic;RZ-35-49;Setúbal;12/10/2021;active
000000003180;Vitória Miranda-Nunes;24/02/1958;F;green;88-13-IA;Setúbal;23/04/2012;active
000000003181;Álvaro Carvalho;12/05/1979;M;green;EV-42-IP;Setúbal;31/01/2019;active
000000003182;Leandro Andrade;03/03/1994;M;basic;57-JT-18;Lisboa;05/08/2016;active
000000003183;Jéssica Pinho-Campos;10/07/1992;F;green;21-IU-45;Porto;28/07/2021;active
000000003184;Mariana Barbosa;28/10/1994;F;premium;48-37-GX;Faro;30/08/2017;active
000000003185;Rafaela Mendes;17/02/1968;F;premium;QR-68-67;Lisboa;06/01/2010;active
000000003186;César Figueiredo-Paiva;12/01/1989;M;green;TV-69-31;Braga;22/01/2010;active
000000003187;Rafaela Santos;14/12/1958;F;premium;05-88-KQ;Porto;23/02/2017;active
000000003188;Duarte Teixeira;28/11/1951;M;premium;SR-91-UG;Faro;07/11/2011;active
000000003189;Ismael Rodrigues;03/01/1973;M;basic;QB-92-UC;Lisboa;16/04/2011;active
000000003190;Luís Simões;23/02/1958;M;premium;88-VF-49;Lisboa;15/01/2019;active
000000003191;Marta Rodrigues;30/03/1990;F;basic;AM-91-81;Porto;18/05/2014;active
000000003192;Carminho Ferreira;19/04/1959;F;premium;60-77-QB;Porto;13/09/2012;active
000000003193;Mia Correia;17/10/1976;F;premium;71-HM-24;Setúbal;05/04/2019;active
000000003194;Mara Moreira;09/02/1977;F;premium;CY-13-38;Faro;29/09/2017;active
000000003195;Benjamim Mendes;15/02/1974;M;basic;RW-32-50;Porto;24/01/2013;active
000000003196;Nair Azevedo;25/09/1962;F;basic;TX-53-21;Setúbal;28/09/2015;active
000000003197;Álvaro Alves;10/02/1992;M;basic;33-43-SH;Faro;03/08/2020;inactive
000000003198;Inês Antunes;19/06/1954;F;basic;QP-49-23;Faro;06/07/2017;inactive
000000003199;Bruno Pinto;14/10/1975;M;premium;20-93-TI;Setúbal;17/07/2010;active
000000003200;Diana Guerreiro;18/04/1992;F;basic;72-CT-78;Braga;08/10/2021;active
000000003201;Sofia-Petra Pereira;12/06/1967;F;premium;ZW-78-FM;Porto;01/11/2018;active
000000003202;Benedita-Naiara Fernandes;04/01/1967;F;premium;93-21-PK;Setúbal;16/07/2012;active
000000003203;Mafalda Paiva;22/07/1979;F;green;15-41-LQ;Braga;08/09/2012;active
000000003204;Emanuel Guerreiro-Nogueira;05/09/1961;M;premium;PX-05-PW;Setúbal;10/03/2015;inactive
000000003205;Letícia Gomes;10/02/1982;F;premium;85-14-DA;Braga;27/04/2010;inactive
000000003206;Marcos Sousa;20/06/1962;M;green;36-SA-70;Porto;26/08/2017;active
000000003207;Sebastião Abreu;15/01/1973;M;basic;49-AB-54;Lisboa;09/04/2017;active
000000003208;Rita Moura;17/10/1962;F;basic;EK-69-39;Faro;29/11/2015;active
000000003209;Ema do Henriques;05/08/1978;F;premium;45-XL-24;Lisboa;14/01/2011;active
000000003210;Helena Pinho;01/10/1960;F;premium;HL-99-39;Lisboa;07/07/2012;active
000000003211;Lia Moura;23/04/1951;F;green;96-NN-23;Porto;28/07/2010;active
000000003212;Rafaela Alves;26/08/1961;F;premium;ZD-96-AB;Faro;22/07/2014;active
000000003213;Lúcia Santos;16/09/1970;F;basic;TM-92-74;Porto;27/02/2012;active
000000003214;Gustavo Silva-Batista;28/08/1971;M;green;04-79-PR;Setúbal;11/08/2017;active
000000003215;Noa Ribeiro;03/10/1959;M;premium;RN-10-UE;Porto;05/08/2021;active
000000003216;Gabriela de Fonseca;11/07/1984;F;green;75-22-ER;Faro;01/03/2018;active
000000003217;Mariana Machado;30/06/1978;F;basic;10-60-HV;Lisboa;21/01/2021;active
000000003218;Micael Sá;30/01/1981;M;premium;NF-78-BG;Lisboa;21/10/2014;active
000000003219;Samuel Ramos;23/06/1979;M;basic;TZ-85-HB;Setúbal;02/11/2014;active
000000003220;Afonso Oliveira;20/05/1984;M;green;02-49-PU;Faro;26/05/2021;active
000000003221;Núria de Fonseca;17/12/1954;F;basic;82-VT-54;Porto;07/10/2019;active
000000003222;Helena Pacheco;17/10/1970;F;premium;78-53-UP;Setúbal;30/04/2015;inactive
000000003223;Samuel Pinheiro-Neves;08/08/1986;M;basic;WD-31-52;Porto;04/05/2015;active
000000003224;Guilherme Vaz;14/11/1952;M;green;CL-80-14;Setúbal;29/09/2017;active
000000003225;Benjamim Torres;09/10/1953;M;basic;WZ-06-91;Setúbal;10/04/2012;active
000000003226;Camila Amaral-Rocha;17/08/1991;F;premium;WH-99-CQ;Setúbal;05/01/2015;active
000000003227;Lúcia do Anjos;26/01/1993;F;premium;04-WC-82;Setúbal;11/01/2014;active
000000003228;Yasmin Batista;15/02/1994;F;basic;CW-45-CH;Faro;19/07/2017;active
000000003229;Dinis Guerreiro-Cruz;21/07/1965;M;premium;97-76-CI;Lisboa;25/02/2014;active
000000003230;Bernardo Azevedo;07/03/1957;M;basic;36-IY-81;Lisboa;25/12/2011;active
000000003231;Fábio Nascimento;30/09/1964;M;green;HR-59-11;Braga;28/06/2014;active
000000003232;Benjamim Neves;14/04/1964;M;basic;LU-18-SC;Braga;10/11/2016;active
000000003233;Noah Domingues;16/02/1968;M;green;54-67-KJ;Braga;02/05/2018;active
000000003234;César Esteves;20/09/1970;M;basic;80-57-UL;Braga;20/09/2017;active
000000003235;Alexandre Carneiro;29/10/1977;M;basic;13-QO-55;Lisboa;27/09/2016;active
000000003236;Leandro Araújo-Leal;09/12/1995;M;premium;HL-26-HW;Porto;22/02/2019;active
000000003237;Vicente Gaspar-Faria;01/08/1973;M;premium;NH-79-KI;Braga;29/11/2012;active
000000003238;César Pires;02/10/1997;M;green;20-YP-84;Lisboa;19/04/2018;active
000000003239;Pilar Gonçalves;30/05/1958;F;green;QH-72-10;Braga;17/10/2020;active
000000003240;Bianca Neves;21/05/1953;F;premium;73-SJ-42;Faro;04/05/2011;active
000000003241;Diana Henriques;20/09/1971;F;basic;56-77-WL;Setúbal;26/01/2010;active
000000003242;Tatiana Henriques;10/12/1990;F;premium;42-68-YX;Faro;18/09/2011;active
000000003243;Eduarda Gonçalves;24/07/1960;F;green;36-BY-49;Porto;22/09/2015;active
000000003244;Sérgio Barbosa;07/06/1966;M;green;XJ-48-CF;Lisboa;15/11/2012;active
000000003245;Margarida Magalhães;17/12/1961;F;green;XU-74-20;Lisboa;11/10/2016;active
000000003246;Catarina Sousa;06/09/1961;F;premium;21-09-UY;Braga;27/10/2013;active
000000003247;Rafaela Freitas;13/08/1985;F;basic;94-OS-46;Setúbal;07/03/2015;active
000000003248;Matilde Pacheco;09/02/1954;F;green;RT-97-RG;Setúbal;29/05/2013;active
000000003249;Raquel Santos;04/02/1974;F;basic;30-05-UI;Lisboa;19/02/2014;active
000000003250;Álvaro Sousa;04/09/1986;M;basic;HB-54-VZ;Porto;19/09/2019;active
000000003251;André Ferreira;13/01/1976;M;green;89-OQ-08;Braga;07/01/2016;active
000000003252;Salvador Torres-Branco;05/11/1958;M;basic;ZL-55-MZ;Porto;20/02/2016;active
000000003253;Jaime Garcia;07/02/1991;M;premium;KG-85-YD;Faro;14/11/2013;active
000000003254;Andreia Borges-Araújo;14/12/1964;F;premium;13-ZA-01;Porto;28/11/2012;inactive
000000003255;Mauro Cruz;24/06/1960;M;green;68-06-LK;Porto;29/11/2018;active
000000003256;Joana Henriques-Costa;31/10/1982;F;premium;22-UR-11;Lisboa;06/08/2012;active
000000003257;Paulo Ramos;03/12/1996;M;basic;66-ON-35;Lisboa;19/05/2020;active
000000003258;Núria Esteves-Assunção;02/02/1964;F;premium;KH-02-48;Setúbal;31/08/2021;active
000000003259;Ivan do Sousa;17/12/1954;M;basic;58-BB-25;Lisboa;25/11/2017;active
000000003260;Isabel Correia;26/05/1984;F;green;LF-25-67;Faro;11/08/2017;active
000000003261;Matias Vaz;01/12/1983;M;basic;JG-87-44;Setúbal;28/11/2021;active
000000003262;Letícia-Núria Abreu;05/11/1978;F;green;59-AU-71;Porto;16/05/2015;active
000000003263;Constança Miranda;05/04/1981;F;green;LF-36-23;Setúbal;25/08/2012;active
000000003264;Anita Alves;12/04/1985;F;basic;UD-48-MW;Porto;06/09/2016;inactive
000000003265;Lourenço Nogueira;15/10/1952;M;green;TL-90-CD;Lisboa;26/11/2018;active
000000003266;Mélanie Moura;14/11/1962;F;green;SK-13-KN;Braga;24/05/2017;active
000000003267;Vicente Batista;22/01/1990;M;green;GT-04-08;Faro;13/09/2012;active
000000003268;Lisandro Leite;25/02/1957;M;premium;96-85-YE;Lisboa;09/03/2016;active
000000003269;Álvaro do Gomes;19/05/1955;M;basic;42-CY-82;Porto;01/05/2020;active
000000003270;Emma de Lima;09/07/1991;F;basic;EM-84-26;Faro;18/12/2017;active
000000003271;Matilde Andrade;01/03/1965;F;premium;DM-05-31;Faro;12/04/2011;active
000000003272;Marcos Esteves-Matias;14/03/1961;M;premium;26-OC-53;Porto;06/02/2015;active
000000003273;Yara Rodrigues;07/08/1991;F;basic;19-WI-23;Braga;15/06/2010;active
000000003274;Érica Gaspar-Fernandes;21/04/1972;F;green;JP-29-RM;Faro;19/10/2016;active
000000003275;David Borges;16/02/1994;M;green;97-KG-47;Braga;09/09/2018;active
000000003276;Juliana Guerreiro;11/04/1973;F;basic;07-36-MG;Faro;03/11/2017;active
000000003277;Cristiano Batista;15/10/1992;M;basic;UL-97-YJ;Braga;04/04/2011;active
000000003278;Leonardo Esteves-Fernandes;20/05/1993;M;premium;27-08-XA;Setúbal;25/11/2018;active
000000003279;Bryan Alves-Campos;20/10/1973;M;basic;07-TM-54;Faro;28/07/2011;active
000000003280;Catarina Guerreiro;28/12/1984;F;premium;OU-92-HS;Braga;07/08/2019;active
000000003281;Noah de Gaspar;17/01/1971;M;premium;CZ-91-54;Lisboa;16/07/2010;active
000000003282;Bianca Nogueira;02/11/1981;F;green;20-52-PC;Porto;09/10/2013;active
000000003283;Henrique Carvalho;14/12/1998;M;basic;CI-41-XI;Braga;10/01/2018;active
000000003284;Yara do Leite;15/08/1985;F;basic;45-OB-11;Lisboa;24/02/2013;active
000000003285;Frederico do Teixeira;10/01/1954;M;basic;68-WK-52;Porto;01/06/2018;active
000000003286;Igor Henriques;11/05/1952;M;green;LE-71-39;Faro;04/03/2021;active
000000003287;Miriam Rodrigues;01/10/1977;F;premium;NH-42-OC;Braga;04/09/2017;active
000000003288;Tiago Nunes;13/09/1964;M;premium;US-09-BG;Braga;20/04/2011;active
000000003289;William Melo;29/06/1961;M;premium;00-48-BQ;Braga;14/05/2011;inactive
000000003290;Jéssica de Loureiro;17/08/1970;F;basic;32-WZ-27;Setúbal;18/01/2013;inactive
000000003291;Diana Monteiro;28/04/1988;F;premium;47-AI-86;Braga;24/06/2017;active
000000003292;Denis Mota;12/06/1972;M;green;ZB-26-69;Lisboa;21/07/2013;active
000000003293;Paulo Leite;25/06/1988;M;basic;GE-55-04;Setúbal;01/05/2017;active
000000003294;César Esteves;13/01/1962;M;premium;PY-39-24;Lisboa;18/11/2017;active
000000003295;Emília-Carlota Ferreira;14/10/1975;F;green;15-07-NU;Setúbal;24/03/2013;active
000000003296;Adriana Coelho;03/09/1966;F;basic;MT-75-AO;Porto;05/10/2014;active
000000003297;Tomé Pereira;28/10/1990;M;green;NB-25-64;Lisboa;12/07/2013;active
000000003298;Erika Simões;28/06/1983;F;green;BN-46-05;Faro;07/08/2021;active
000000003299;Érica Macedo;03/06/1979;F;basic;LO-00-SK;Braga;13/07/2019;active
